STATE,Counties/principal cities,Population,"Violentcrime","Murder andnonnegligentmanslaughter",Rape1,Robbery,"Aggravatedassault","Propertycrime",Burglary,"Larceny-theft","Motorvehicletheft"
WA,City of Renton,102749,331,5,53,110,163,"4,915",542,"3,447",926
WA,City of Auburn,82381,360,1,59,120,180,"3,334",605,"2,116",613
WA,City of Redmond,65827,89,1,6,32,50,"1,854",186,"1,577",91
WA,City of Lakewood,60694,393,9,34,80,270,"2,818",486,"1,939",393
WA,Total area actually reporting,1,14167,131,"1,575","4,165","8,296","131,458","23,368","89,577","18,513"
WA,"Rate per 100,000 inhabitants",,359,3.3,39.9,105.5,210.2,"3,331.30",592.2,"2,270.00",469.1
"Seattle-Bellevue-Kent, WA M.D.2, 3",,3053639,,,,,,,,,
WA,"Includes King2, 3 and Snohomish Counties",,,,,,,,,,
WA,Total area actually reporting,1,10160,83,"1,138","3,244","5,695","102,149","17,815","70,180","14,154"
WA,"Rate per 100,000 inhabitants",,332.7,2.7,37.3,106.2,186.5,"3,345.20",583.4,"2,298.20",463.5
"Tacoma-Lakewood, WA M.D.",,892511,,,,,,,,,
WA,Includes Pierce County,,,,,,,,,,
WA,Total area actually reporting,1,4007,48,437,921,"2,601","29,309","5,553","19,397","4,359"
WA,"Rate per 100,000 inhabitants",,449,5.4,49,103.2,291.4,"3,283.90",622.2,"2,173.30",488.4
"Sebastian-Vero Beach, FL M.S.A.",,156733, ,,,,, ,,,
FL,Includes Indian River County,,,,,,,,,,
FL,City of Sebastian,25672,31,0,4,3,24,279,35,232,12
FL,City of Vero Beach,17172,34,3,7,8,16,415,71,332,12
FL,Total area actually reporting,1,329,12,38,51,228,"2,398",395,"1,884",119
FL,"Rate per 100,000 inhabitants",,209.9,7.7,24.2,32.5,145.5,"1,530.00",252,"1,202.00",75.9
"Sebring-Avon Park, FL M.S.A.",,103440, ,,,,, ,,,
FL,Includes Highlands County,,,,,,,,,,
FL,City of Sebring,10741,80,0,6,6,68,431,95,326,10
FL,Total area actually reporting,1,314,2,44,39,229,"2,394",568,"1,736",90
FL,"Rate per 100,000 inhabitants",,303.6,1.9,42.5,37.7,221.4,"2,314.40",549.1,"1,678.30",87
"Sheboygan, WI M.S.A.",,115368, ,,,,, ,,,
WI,Includes Sheboygan County,,,,,,,,,,
WI,City of Sheboygan,48195,183,0,27,10,146,826,89,715,22
WI,Total area actually reporting,1,237,0,49,13,175,"1,355",146,"1,167",42
WI,"Rate per 100,000 inhabitants",,205.4,0,42.5,11.3,151.7,"1,174.50",126.6,"1,011.50",36.4
"Sherman-Denison, TX M.S.A.2",,132282,,,,,,,,,
TX,Includes Grayson County,, ,,,,,,,,
TX,City of Sherman,42448,147,0,29,28,90,"1,068",224,778,66
TX,City of Denison,24623,92,2,17,12,61,467,101,312,54
TX,Total area actually reporting,0.98,355,3,75,49,228,"2,137",501,"1,443",193
TX,Estimated total,1,357,3,75,49,230,"2,165",507,"1,463",195
TX,"Rate per 100,000 inhabitants",,269.9,2.3,56.7,37,173.9,"1,636.70",383.3,"1,106.00",147.4
"Shreveport-Bossier City, LA M.S.A.",,397965, ,,,,, ,,,
LA,"Includes Bossier, Caddo, and De Soto Parishes",,,,,,,,,,
LA,City of Shreveport,190808,1588,49,123,335,"1,081","9,884","1,832","7,241",811
LA,City of  Bossier City,69551,576,4,46,60,466,"2,998",387,"2,313",298
LA,Total area actually reporting,1,2399,57,186,413,"1,743","14,900","2,727","10,882","1,291"
LA,"Rate per 100,000 inhabitants",,602.8,14.3,46.7,103.8,438,"3,744.00",685.2,"2,734.40",324.4
"Sioux Falls, SD M.S.A.",,265074, ,,,,, ,,,
SD,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
SD,City of Sioux Falls,180335,788,5,121,107,555,"5,288",652,"4,092",544
SD,Total area actually reporting,0.99,896,5,150,107,634,"6,122",917,"4,601",604
SD,Estimated total,1,911,5,153,109,644,"6,214",930,"4,670",614
SD,"Rate per 100,000 inhabitants",,343.7,1.9,57.7,41.1,243,"2,344.30",350.8,"1,761.80",231.6
"South Bend-Mishawaka, IN-MI M.S.A.2",,322244,,,,,,,,,
IN,"Includes St. Joseph County, IN and Cass County, MI",, ,,,,,,,,
IN,City of South Bend,102397,1064,9,67,277,711,"4,406",970,"2,956",480
IN,City of Mishawaka,49310,114,4,15,48,47,"2,525",248,"2,032",245
IN,Total area actually reporting,0.87,1357,19,129,346,863,"8,247","1,598","5,803",846
IN,Estimated total,1,1430,20,138,355,917,"8,661","1,678","6,117",866
IN,"Rate per 100,000 inhabitants",,443.8,6.2,42.8,110.2,284.6,"2,687.70",520.7,"1,898.30",268.7
"Spokane-Spokane Valley, WA M.S.A.",,558298, ,,,,, ,,,
WA,Includes Spokane and Stevens Counties,,,,,,,,,,
WA,City of Spokane,218222,1742,8,351,297,"1,086","15,439","2,130","11,631","1,678"
WA,City of Spokane Valley,99020,346,1,79,59,207,"4,165",484,"3,328",353
WA,Total area actually reporting,1,2435,13,530,383,"1,509","24,428","3,598","18,411","2,419"
WA,Estimated total,1,2436,13,530,383,"1,510","24,433","3,600","18,413","2,420"
WA,"Rate per 100,000 inhabitants",,436.3,2.3,94.9,68.6,270.5,"4,376.30",644.8,"3,298.10",433.5
"Springfield, IL M.S.A.",,207537, ,,,,, ,,,
IL,Includes Menard and Sangamon Counties,,,,,,,,,,
IL,City of Springfield,114623,955,9,93,216,637,"5,487","1,195","4,044",248
IL,Total area actually reporting,0.98,1232,10,128,234,860,"6,587","1,497","4,732",358
IL,Estimated total,1,1237,10,128,234,865,"6,650","1,509","4,779",362
IL,"Rate per 100,000 inhabitants",,596,4.8,61.7,112.8,416.8,"3,204.20",727.1,"2,302.70",174.4
"Springfield, MA M.S.A.",,703308, ,,,,, ,,,
MA,"Includes Franklin, Hampden and Hampshire Counties",,,,,,,,,,
MA,City of Springfield,155179,1534,19,104,475,936,"4,089",910,"2,752",427
MA,Total area actually reporting,0.96,3477,26,408,692,"2,351","12,536","2,562","9,068",906
MA,Estimated total,1,3508,26,409,698,"2,375","12,591","2,563","9,114",914
MA,"Rate per 100,000 inhabitants",,498.8,3.7,58.2,99.2,337.7,"1,790.30",364.4,"1,295.90",130
"Springfield, MO M.S.A.",,465708, ,,,,, ,,,
MO,"Includes Christian, Dallas, Greene, Polk, and Webster Counties",,,,,,,,,,
MO,City of Springfield,168537,2218,16,333,295,"1,574","11,830","1,975","8,385","1,470"
MO,Total area actually reporting,1,2620,25,409,330,"1,856","15,905","2,738","11,337","1,830"
MO,"Rate per 100,000 inhabitants",,562.6,5.4,87.8,70.9,398.5,"3,415.20",587.9,"2,434.40",393
"Springfield, OH M.S.A.",,134171, ,,,,, ,,,
OH,Includes Clark County,,,,,,,,,,
OH,City of Springfield,59016,336,13,21,143,159,"3,141",699,"2,204",238
OH,Total area actually reporting,0.93,375,13,25,152,185,"3,810",850,"2,705",255
OH,Estimated total,1,398,13,29,163,193,"4,069",868,"2,924",277
OH,"Rate per 100,000 inhabitants",,296.6,9.7,21.6,121.5,143.8,"3,032.70",646.9,"2,179.30",206.5
"State College, PA M.S.A.",,163729, ,,,,, ,,,
PA,Includes Centre County,,,,,,,,,,
PA,City of State College,58781,20,0,1,5,14,448,32,411,5
PA,Total area actually reporting,1,161,2,71,11,77,"1,344",143,"1,178",23
PA,"Rate per 100,000 inhabitants",,98.3,1.2,43.4,6.7,47,820.9,87.3,719.5,14
"Staunton, VA M.S.A.",,122240, ,,,,, ,,,
VA,Includes Augusta County and Staunton and Waynesboro Cities ,,,,,,,,,,
VA,City of Staunton,24584,46,1,7,11,27,608,63,523,22
VA,Total area actually reporting,1,211,5,51,32,123,"1,896",312,"1,442",142
VA,"Rate per 100,000 inhabitants",,172.6,4.1,41.7,26.2,100.6,"1,551.00",255.2,"1,179.60",116.2
"St. Cloud, MN M.S.A.",,198828, ,,,,, ,,,
MN,Includes Benton and Stearns Counties,,,,,,,,,,
MN,City of St. Cloud,68282,262,1,56,49,156,"2,575",297,"2,089",189
MN,Total area actually reporting,1,355,5,85,51,214,"4,348",489,"3,564",295
MN,"Rate per 100,000 inhabitants",,178.5,2.5,42.8,25.7,107.6,"2,186.80",245.9,"1,792.50",148.4
"St. George, UT M.S.A.2",,170464, ,,,,, ,,,
UT,Includes Washington County,,,,,,,,,,
UT,City of St. George,86202,196,3,48,19,126,"1,388",228,"1,049",111
UT,Total area actually reporting,0.98,311,3,85,23,200,"2,503",416,"1,898",189
UT,Estimated total,1,317,3,86,24,204,"2,572",425,"1,951",196
UT,"Rate per 100,000 inhabitants",,186,1.8,50.5,14.1,119.7,"1,508.80",249.3,"1,144.50",115
"St. Joseph, MO-KS M.S.A.2, 3",,126765, ,,,,, ,,,
MO,"Includes Doniphan County, KS and Andrew, Buchanan,2 and DeKalb Counties, MO",,,,,,,,,,
MO,City of St. Joseph,76409,,8,,65,301,"3,768",716,"2,491",561
MO,Total area actually reporting,1,589,9,164,72,344,"4,382",852,"2,897",633
MO,Estimated total,1,589,9,164,72,344,"4,386",853,"2,899",634
MO,"Rate per 100,000 inhabitants",,464.6,7.1,129.4,56.8,271.4,"3,459.90",672.9,"2,286.90",500.1
"St. Louis, MO-IL M.S.A.2, 4, 5, 7",,2806936,,,,,,,,,
MO,"Includes Bond, Calhoun, Clinton, Jersey, Macoupin, Madison, Monroe, and St. Clair Counties, IL and Franklin,2 Jefferson, Lincoln,5 St. Charles, St. Louis, and Warren Counties and St. Louis City, MO",,,,,,,,,,
MO,City of St. Louis,306875,5525,187,309,"1,452","3,577","18,142","2,979","12,413","2,750"
MO,City of St. Charles,70925,147,7,33,19,88,"1,610",134,"1,321",155
MO,Total area actually reporting,0.98,12687,360,"1,163","2,603","8,561",,,"46,749",
MO,Estimated total,1,12775,361,"1,176","2,619","8,619",,,"47,411",
MO,"Rate per 100,000 inhabitants",,455.1,12.9,41.9,93.3,307.1,,,"1,689.10",
"Stockton, CA M.S.A.",,748303, ,,,,, ,,,
CA,Includes San Joaquin County,,,,,,,,,,
CA,City of Stockton,313158,4383,33,193,"1,205","2,952","11,800","2,329","7,417","2,054"
CA,Total area actually reporting,1,5950,52,288,"1,656","3,954","22,123","4,231","14,163","3,729"
CA,"Rate per 100,000 inhabitants",,795.1,6.9,38.5,221.3,528.4,"2,956.40",565.4,"1,892.70",498.3
"Sumter, SC M.S.A.",,140650, ,,,,, ,,,
SC,Includes Clarendon and Sumter Counties,,,,,,,,,,
SC,City of Sumter,39898,366,4,12,53,297,"1,873",376,"1,411",86
SC,Total area actually reporting,1,955,10,40,103,802,"4,790","1,144","3,306",340
SC,"Rate per 100,000 inhabitants",,679,7.1,28.4,73.2,570.2,"3,405.60",813.4,"2,350.50",241.7
"Syracuse, NY M.S.A.",,641425, ,,,,, ,,,
NY,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
NY,City of Syracuse,143129,1006,23,92,285,606,"4,420",831,"3,083",506
NY,Total area actually reporting,0.99,1697,30,332,354,981,"11,288","1,674","8,797",817
NY,Estimated total,1,1703,30,333,355,985,"11,368","1,682","8,867",819
NY,"Rate per 100,000 inhabitants",,265.5,4.7,51.9,55.3,153.6,"1,772.30",262.2,"1,382.40",127.7
"Tallahassee, FL M.S.A.",,384355, ,,,,, ,,,
FL,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
FL,City of Tallahassee,192443,1404,16,213,307,868,"8,695","1,379","6,549",767
FL,Total area actually reporting,1,2143,27,281,382,"1,453","12,672","2,273","9,362","1,037"
FL,Estimated total,1,2148,27,281,383,"1,457","12,713","2,282","9,391","1,040"
FL,"Rate per 100,000 inhabitants",,558.9,7,73.1,99.6,379.1,"3,307.60",593.7,"2,443.30",270.6
FL,,3135589,,,,,,,,,
FL,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
FL,City of Tampa ,392945,1598,27,100,332,"1,139","6,576","1,047","5,069",460
FL,City of St. Petersburg,265942,1660,21,133,368,"1,138","8,784","1,206","6,832",746
FL,City of Clearwater,116504,510,6,95,105,304,"3,087",345,"2,564",178
FL,City of Largo,85568,322,3,66,72,181,"2,593",282,"2,126",185
FL,City of Pinellas Park,53383,224,3,41,57,123,"2,423",247,"2,037",139
FL,Total area actually reporting,1,9588,119,"1,207","1,722","6,540","57,991","8,016","45,564","4,411"
FL,Estimated total,1,9608,119,"1,208","1,726","6,555","58,164","8,047","45,694","4,423"
FL,"Rate per 100,000 inhabitants",,306.4,3.8,38.5,55,209.1,"1,855.00",256.6,"1,457.30",141.1
"Texarkana, TX-AR M.S.A.5",,150172,,,,,,,,,
TX,"Includes Little River and Miller5 Counties, AR and Bowie County, TX",, ,,,,,,,,
TX,"City of Texarkana, TX ",37460,171,3,28,45,95,"1,914",348,"1,427",139
TX,Total area actually reporting,1,583,5,87,99,392,,,"3,219",331
TX,"Rate per 100,000 inhabitants",,388.2,3.3,57.9,65.9,261,,,"2,143.50",220.4
"The Villages, FL M.S.A.",,130254, ,,,,, ,,,
FL,Includes Sumter County,,,,,,,,,,
FL,Total area actually reporting,1,227,8,23,16,180,"1,151",263,729,159
FL,"Rate per 100,000 inhabitants",,174.3,6.1,17.7,12.3,138.2,883.7,201.9,559.7,122.1
"Toledo, OH M.S.A.",,644005, ,,,,, ,,,
OH,"Includes Fulton, Lucas, Ottawa, and Wood Counties",,,,,,,,,,
OH,City of Toledo,275023,2333,37,239,477,"1,580","10,222","2,802","6,712",708
OH,Total area actually reporting,0.88,2700,41,340,552,"1,767","15,773","3,520","11,369",884
OH,Estimated total,1,2781,41,355,595,"1,790","17,181","3,652","12,537",992
OH,"Rate per 100,000 inhabitants",,431.8,6.4,55.1,92.4,277.9,"2,667.80",567.1,"1,946.70",154
"Topeka, KS M.S.A.",,232183, ,,,,, ,,,
KS,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
KS,City of Topeka,126399,766,14,84,254,414,"6,560",973,"4,851",736
KS,Total area actually reporting,0.98,1001,22,117,261,601,"8,251","1,333","6,013",905
KS,Estimated total,1,1028,22,117,265,624,"8,373","1,370","6,080",923
KS,"Rate per 100,000 inhabitants",,442.8,9.5,50.4,114.1,268.8,"3,606.20",590.1,"2,618.60",397.5
"Trenton-Princeton, NJ M.S.A.",,370436,,,,,,,,,
NJ,Includes Mercer County,, ,,,,,,,,
NJ,City of Trenton,83753,973,16,40,342,575,"2,467",772,"1,318",377
NJ,City of Princeton,31856,11,0,0,3,8,224,43,169,12
NJ,Total area actually reporting,1,1318,22,92,432,772,"6,687","1,423","4,689",575
NJ,"Rate per 100,000 inhabitants",,355.8,5.9,24.8,116.6,208.4,"1,805.20",384.1,"1,265.80",155.2
"Tucson, AZ M.S.A.",,1037852,,,,,,,,,
AZ,Includes Pima County,, ,,,,,,,,
AZ,City of Tucson,537392,3958,47,504,"1,224","2,183","26,623","3,257","20,798","2,568"
AZ,Total area actually reporting,1,4728,57,613,"1,411","2,647","38,215","4,965","29,857","3,393"
AZ,Estimated total,1,4747,57,616,"1,417","2,657","38,425","5,009","30,008","3,408"
AZ,"Rate per 100,000 inhabitants",,457.4,5.5,59.4,136.5,256,"3,702.40",482.6,"2,891.40",328.4
"Tulsa, OK M.S.A.",,994764, ,,,,, ,,,
OK,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
OK,City of Tulsa,403147,4294,60,422,830,"2,982","21,893","4,800","13,834","3,259"
OK,Total area actually reporting,1,5618,79,689,955,"3,895","33,024","7,240","21,242","4,542"
OK,"Rate per 100,000 inhabitants",,564.8,7.9,69.3,96,391.6,"3,319.80",727.8,"2,135.40",456.6
"Tuscaloosa, AL M.S.A.",,252822, ,,,,, ,,,
AL,"Includes Greene, Hale, Pickens, and Tuscaloosa Counties",,,,,,,,,,
AL,City of Tuscaloosa,101764,514,5,47,140,322,"4,415",753,"3,347",315
AL,Total area actually reporting,0.9,947,10,87,198,652,"7,331","1,426","5,295",610
AL,Estimated total,1,1002,10,90,203,699,"7,708","1,536","5,536",636
AL,"Rate per 100,000 inhabitants",,396.3,4,35.6,80.3,276.5,"3,048.80",607.5,"2,189.70",251.6
"Twin Falls, ID M.S.A.",,111002,,,,,,,,,
ID,Includes Jerome and Twin Falls Counties,,,,,,,,,,
ID,City of Twin Falls,49908,225,0,39,7,179,"1,180",190,912,78
ID,Total area actually reporting,1,334,1,61,11,261,"1,788",380,"1,291",117
ID,"Rate per 100,000 inhabitants",,300.9,0.9,55,9.9,235.1,"1,610.80",342.3,"1,163.00",105.4
"Tyler, TX M.S.A.2",,229669, ,,,,, ,,,
TX,Includes Smith County,,,,,,,,,,
TX,City of Tyler,106159,412,7,71,82,252,"3,133",386,"2,596",151
TX,Total area actually reporting,1,737,16,136,92,493,"4,830",876,"3,604",350
TX,"Rate per 100,000 inhabitants",,320.9,7,59.2,40.1,214.7,"2,103.00",381.4,"1,569.20",152.4
"Urban Honolulu, HI M.S.A.2",,982019, ,,,,, ,,,
HI,Includes Honolulu County,,,,,,,,,,
HI,Total area actually reporting,1,2451,25,340,804,"1,282","28,886","3,577","21,118","4,191"
HI,"Rate per 100,000 inhabitants",,249.6,2.5,34.6,81.9,130.5,"2,941.50",364.2,"2,150.50",426.8
"Utica-Rome, NY M.S.A.",,287286,,,,,,,,,
NY,Includes Herkimer and Oneida Counties,, ,,,,,,,,
NY,City of Utica,60413,381,6,45,88,242,"1,914",328,"1,492",94
NY,City of Rome,32298,49,0,9,13,27,540,116,411,13
NY,Total area actually reporting,0.97,727,7,218,113,389,"4,690",749,"3,757",184
NY,Estimated total,1,733,7,219,114,393,"4,779",758,"3,834",187
NY,"Rate per 100,000 inhabitants",,255.1,2.4,76.2,39.7,136.8,"1,663.50",263.8,"1,334.60",65.1
"Vallejo, CA M.S.A.",,446656,,,,,,,,,
CA,Includes Solano County,, ,,,,,,,,
CA,City of Vallejo ,122974,942,8,103,349,482,"4,508","2,456",975,"1,077"
CA,Total area actually reporting,1,2110,18,239,653,"1,200","11,894","3,368","6,285","2,241"
CA,"Rate per 100,000 inhabitants",,472.4,4,53.5,146.2,268.7,"2,662.90",754,"1,407.10",501.7
"Victoria, TX M.S.A.",,100184, ,,,,, ,,,
TX,Includes Goliad and Victoria Counties,,,,,,,,,,
TX,City of Victoria,67766,280,4,51,46,179,"1,885",358,"1,440",87
TX,Total area actually reporting,1,370,7,74,47,242,"2,352",503,"1,715",134
TX,"Rate per 100,000 inhabitants",,369.3,7,73.9,46.9,241.6,"2,347.70",502.1,"1,711.90",133.8
"Vineland-Bridgeton, NJ M.S.A.",,149815, ,,,,, ,,,
NJ,Includes Cumberland County,,,,,,,,,,
NJ,City of Vineland,60330,258,1,22,59,176,"2,021",399,"1,564",58
NJ,City of Bridgeton,24386,203,5,12,107,79,720,163,510,47
NJ,Total area actually reporting,1,663,10,50,218,385,"4,571",899,"3,522",150
NJ,"Rate per 100,000 inhabitants",,442.5,6.7,33.4,145.5,257,"3,051.10",600.1,"2,350.90",100.1
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.3, 4",,1764232,,,,,,,,,
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.3, 5","Includes Camden, Currituck and Gates Counties, NC3 and Gloucester, Isle of Wight, James City, Mathews, Southampton, and York Counties and Chesapeake, Franklin, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
VA,City of Virginia Beach,451001,528,7,81,174,266,"7,772",584,"6,611",577
VA,City of Norfolk,244347,1134,36,117,321,660,"8,463",703,"6,972",788
VA,City of Newport News,178734,942,24,89,187,642,"5,148",693,"3,961",494
VA,City of Hampton,133965,316,16,24,120,156,,491,,231
VA,City of Portsmouth,94218,749,20,44,203,482,"4,977",958,"3,651",368
VA,Total area actually reporting,0.99,5386,122,573,"1,287","3,404","42,290","4,800","34,312","3,178"
VA,Estimated total,1,5413,122,586,"1,288","3,417","42,430","4,841","34,398","3,191"
VA,"Rate per 100,000 inhabitants",,306.8,6.9,33.2,73,193.7,"2,405.00",274.4,"1,949.70",180.9
CA,,464028,,,,,,,,,
CA,Includes Tulare County,, ,,,,,,,,
CA,City of Visalia ,134224,450,3,107,138,202,"3,978",748,"2,701",529
CA,Total area actually reporting,1,1587,26,201,359,"1,001","11,682","2,259","7,220","2,203"
CA,"Rate per 100,000 inhabitants",,342,5.6,43.3,77.4,215.7,"2,517.50",486.8,"1,555.90",474.8
TX,,270144, ,,,,, ,,,
TX,Includes Falls and McLennan Counties,,,,,,,,,,
TX,City of Waco2,138091,878,3,129,122,624,"4,851","1,194","3,329",328
TX,Total area actually reporting,0.98,1232,5,209,151,867,"7,165","1,594","5,066",505
TX,Estimated total,1,1239,5,209,151,874,"7,239","1,611","5,116",512
TX,"Rate per 100,000 inhabitants",,458.6,1.9,77.4,55.9,323.5,"2,679.70",596.3,"1,893.80",189.5
WA,,61042,,,,,,,,,
WA,Includes Walla Walla County,,,,,,,,,,
WA,City of Walla Walla,32906,128,0,25,12,91,"1,194",162,972,60
WA,Total area actually reporting,1,180,1,30,14,135,"1,660",252,"1,319",89
WA,"Rate per 100,000 inhabitants",,294.9,1.6,49.1,22.9,221.2,"2,719.40",412.8,"2,160.80",145.8
GA,,182049,,,,,,,,,
GA,Includes Houston and Peach Counties,,,,,,,,,,
GA,City of Warner Robins,75668,444,8,63,86,287,"4,200",726,"3,258",216
GA,Total area actually reporting,1,755,9,82,122,542,"6,482","1,097","5,035",350
GA,"Rate per 100,000 inhabitants",,414.7,4.9,45,67,297.7,"3,560.60",602.6,"2,765.70",192.3
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",,6281155,,,,,,,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.","Includes the Metropolitan Divisions of Frederick-Gaithersburg-Rockville, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
D.C,City of Washington,702455,6613,160,445,"2,157","3,851","29,993","1,786","25,658","2,549"
VA,"City of Alexandria, VA",162588,260,4,24,78,154,"2,482",128,"1,967",387
MD,"City of Frederick, MD",72299,285,3,27,74,181,"1,490",139,"1,301",50
MD,Total area actually reporting,1,16630,314,"1,999","5,295","9,022","104,021","8,653","86,179","9,189"
MD,Estimated total,1,16635,314,"1,999","5,296","9,026","104,064","8,659","86,214","9,191"
MD,"Rate per 100,000 inhabitants",,264.8,5,31.8,84.3,143.7,"1,656.80",137.9,"1,372.60",146.3
MD,,1315236,,,,,,,,,
MD,Includes Frederick and Montgomery Counties,,,,,,,,,,
MD,Total area actually reporting,1,2069,22,352,647,"1,048","16,662","1,780","13,992",890
MD,"Rate per 100,000 inhabitants",,157.3,1.7,26.8,49.2,79.7,"1,266.80",135.3,"1,063.80",67.7
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,4965919,,,,, ,,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.","Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Culpeper, Fairfax, Fauquier, Loudoun, Madison, Prince William, Rappahannock, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",Total area actually reporting,1,14561,292,"1,647","4,648","7,974","87,359","6,873","72,187","8,299"
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",Estimated total,1,14566,292,"1,647","4,649","7,978","87,402","6,879","72,222","8,301"
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.","Rate per 100,000 inhabitants",,293.3,5.9,33.2,93.6,160.7,"1,760.00",138.5,"1,454.40",167.2
NY,,111731,,,,,,,,,
NY,Includes Jefferson County,, ,,,,,,,,
NY,City of Watertown,25525,175,0,65,19,91,904,130,755,19
NY,Total area actually reporting,1,254,0,106,21,127,"1,740",242,"1,456",42
NY,"Rate per 100,000 inhabitants",,227.3,0,94.9,18.8,113.7,"1,557.30",216.6,"1,303.10",37.6
WI,,163751,,,,,,,,,
WI,Includes Lincoln and Marathon Counties,, ,,,,,,,,
WI,City of Wausau,38682,119,1,21,11,86,626,94,491,41
WI,Total area actually reporting,1,229,2,59,12,156,"1,516",242,"1,206",68
WI,"Rate per 100,000 inhabitants",,139.8,1.2,36,7.3,95.3,925.8,147.8,736.5,41.5
WV,,117330, ,,,,, ,,,
WV,"Includes Jefferson County, OH and Brooke and Hancock Counties, WV",,,,,,,,,,
WV,City of Weirton,18542,9,0,2,0,7,166,21,137,8
OH,City of Steubenville,17913,55,1,2,20,32,958,72,870,16
WV,Total area actually reporting,0.82,168,2,11,22,133,"1,380",164,"1,174",42
WV,Estimated total,1,223,2,17,44,160,"1,973",214,"1,680",79
WV,"Rate per 100,000 inhabitants",,190.1,1.7,14.5,37.5,136.4,"1,681.60",182.4,"1,431.90",67.3
WA,,120009, ,,,,, ,,,
WA,Includes Chelan and Douglas Counties,,,,,,,,,,
WA,City of Wenatchee,34169,100,0,20,17,63,851,97,698,56
WA,Total area actually reporting,1,176,3,35,21,117,"2,012",373,"1,492",147
WA,"Rate per 100,000 inhabitants",,146.7,2.5,29.2,17.5,97.5,"1,676.50",310.8,"1,243.20",122.5
WV,,140198, ,,,,, ,,,
WV,"Includes Belmont County, OH and Marshall and Ohio Counties, WV",,,,,,,,,,
WV,City of Wheeling,26855,229,1,16,12,200,321,81,219,21
WV,Total area actually reporting,0.81,361,4,51,18,288,975,207,713,55
WV,Estimated total,1,423,4,59,43,317,"1,416",243,"1,063",110
WV,"Rate per 100,000 inhabitants",,301.7,2.9,42.1,30.7,226.1,"1,010.00",173.3,758.2,78.5
KS,,638135, ,,,,, ,,,
KS,"Includes Butler, Harvey, Sedgwick, and Sumner Counties",,,,,,,,,,
KS,City of Wichita,391726,4622,38,378,572,"3,634","22,011","3,412","15,826","2,773"
KS,Total area actually reporting,0.97,5213,49,475,617,"4,072","26,663","4,349","19,123","3,191"
KS,Estimated total,1,5271,49,484,631,"4,107","27,006","4,409","19,383","3,214"
KS,"Rate per 100,000 inhabitants",,826,7.7,75.8,98.9,643.6,"4,232.00",690.9,"3,037.40",503.7
TX,,150750, ,,,,, ,,,
TX,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
TX,City of Wichita Falls,104738,387,5,78,139,165,"3,234",602,"2,381",251
TX,Total area actually reporting,0.95,503,6,109,145,243,"3,901",815,"2,769",317
TX,Estimated total,1,518,6,110,146,256,"3,992",840,"2,826",326
TX,"Rate per 100,000 inhabitants",,343.6,4,73,96.8,169.8,"2,648.10",557.2,"1,874.60",216.3
PA,,113393, ,,,,, ,,,
PA,Includes Lycoming County,,,,,,,,,,
PA,City of Williamsport,28331,71,1,11,12,47,646,84,543,19
PA,Total area actually reporting,1,194,3,33,15,143,"1,314",179,"1,092",43
PA,"Rate per 100,000 inhabitants",,171.1,2.6,29.1,13.2,126.1,"1,158.80",157.9,963,37.9
NC,,293180, ,,,,, ,,,
NC,Includes New Hanover and Pender Counties3,,,,,,,,,,
NC,City of Wilmington,120920,,9,,145,580,"3,639",954,"2,467",218
NC,Total area actually reporting,0.99,1041,11,75,182,773,"6,264","1,534","4,403",327
NC,Estimated total,1,1048,11,76,183,778,"6,342","1,550","4,461",331
NC,"Rate per 100,000 inhabitants",,357.5,3.8,25.9,62.4,265.4,"2,163.20",528.7,"1,521.60",112.9
VA,,138929, ,,,,, ,,,
VA,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
VA,City of Winchester,28128,93,0,38,15,40,692,86,567,39
